BIC,description
1,When nova compute restarts the running instances on the hypervisor are queried. None of the instances would be matched - this would prevent the instance states being in sync with the state in the database. See _destroy_evacuated_instances (https://github.com/openstack/nova/blob/master/nova/compute/manager.py#L531)
0,The security groups db queries are loading extra data from the ports table that is unnecessarily hindering performance.
1,"In order to set up VPNaaS, a user needs to know his router's external IP (to configure it as endpoint).
PROBLEM : When a user is not admin, the external IP of a router is not visible:
source openrc demo demo
neutron router-list
+--------------------------------------+---------+-----------------------------------------------------------------------------+
| id | name | external_gateway_info |
+--------------------------------------+---------+-----------------------------------------------------------------------------+
| 2bd1f015-6c98-4861-a078-5a69256ca7b0 | router1 | {""network_id"": ""8ae6890d-5bb5-4f07-9059-77499628048c"", ""enable_snat"": true} |
+--------------------------------------+---------+-----------------------------------------------------------------------------+
neutron router-port-list 2bd1f015-6c98-4861-a078-5a69256ca7b0
+--------------------------------------+------+-------------------+-----------------------------------------------------------------------------------+
| id | name | mac_address | fixed_ips |
+--------------------------------------+------+-------------------+-----------------------------------------------------------------------------------+
| 8ae7206d-19af-4a2a-a15b-0f8cdb98861e | | fa:16:3e:0a:ee:14 | {""subnet_id"": ""c69b14f9-c2e4-4877-8516-57ff2bdeaa9e"", ""ip_address"": ""172.17.0.1""} |
+--------------------------------------+------+-------------------+-----------------------------------------------------------------------------------+
It's visible only as admin:
source openrc admin demo
neutron router-port-list 2bd1f015-6c98-4861-a078-5a69256ca7b0
+--------------------------------------+------+-------------------+---------------------------------------------------------------------------------------+
| id | name | mac_address | fixed_ips |
+--------------------------------------+------+-------------------+---------------------------------------------------------------------------------------+
| 8ae7206d-19af-4a2a-a15b-0f8cdb98861e | | fa:16:3e:0a:ee:14 | {""subnet_id"": ""c69b14f9-c2e4-4877-8516-57ff2bdeaa9e"", ""ip_address"": ""172.17.0.1""} |
| fd56a686-480d-4ede-b021-010253c3de42 | | fa:16:3e:a5:d2:92 | {""subnet_id"": ""29f5737c-417f-4aa9-a95e-2bef3a04729e"", ""ip_address"": ""192.168.57.226""} |
+--------------------------------------+------+-------------------+---------------------------------------------------------------------------------------+
Since users need to know the external IP of their router in order to set up VPNaaS this is quite blocking because it requires users to be admin in order to use this feature. It's not an issue for a private cloud, but a big issue for public clouds."
1,"I'm implementing nvp network gateway to heat.
  https://blueprints.launchpad.net/heat/+spec/resource-type-nvp-network-gateway
Heat would check resource existence by resource-show after resource deleted.
However, show_network_gateway returns 500 instead of 404 when nvp network gateway isn't exist.
The result of this situation is that Heat is unable to delete nvp network gateway.
I think, neutron should return 404 when resource isn't exist.
Curl:
$ curl -i http://172.23.56.142:9696/v2.0/network-gateways/b5afd4a9-eb71-4af7-a082-8fc625a35b61 -X GET -H ""X-Auth-Token: 56c136ee847f476f9f0ba4c2ca78ae4b"" -H ""Content-Type: application/json"" -H ""Accept: application/json"" -H ""User-Agent: python-neutronclient""
HTTP/1.1 500 Internal Server Error
Content-Type: application/json; charset=UTF-8
Content-Length: 88
Date: Mon, 18 Nov 2013 10:30:44 GMT
{""NeutronError"": ""Request Failed: internal server error while processing your request.""}
Log:
2013-11-18 18:18:03.315 25570 DEBUG keystoneclient.middleware.auth_token [-] Received request from user: 54012987ac014457b9a0a8bcc10928ae with project_id : ed684e101d3243a69db07e744acad6f2 and roles: admin _build_user_headers /opt/stack/python-keystoneclient/keystoneclient/middleware/auth_token.py:922
2013-11-18 18:18:03.316 25570 DEBUG routes.middleware [-] Matched GET /network-gateways/3fe90063-9e96-45be-8989-335f582962be.json __call__ /usr/lib/python2.7/dist-packages/routes/middleware.py:100
2013-11-18 18:18:03.317 25570 DEBUG routes.middleware [-] Route path: '/network-gateways/:(id).:(format)', defaults: {'action': u'show', 'controller': <wsgify at 65809104 wrapping <function resource at 0x3ebbf50>>} __call__ /usr/lib/python2.7/dist-packages/routes/middleware.py:102
2013-11-18 18:18:03.317 25570 DEBUG routes.middleware [-] Match dict: {'action': u'show', 'controller': <wsgify at 65809104 wrapping <function resource at 0x3ebbf50>>, 'id': u'3fe90063-9e96-45be-8989-335f582962be', 'format': u'json'} __call__ /usr/lib/python2.7/dist-packages/routes/middleware.py:103
2013-11-18 18:18:03.324 25570 ERROR neutron.api.v2.resource [-] show failed
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource Traceback (most recent call last):
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/api/v2/resource.py"", line 84, in resource
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource result = method(request=request, **args)
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/api/v2/base.py"", line 290, in show
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource parent_id=parent_id),
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/api/v2/base.py"", line 258, in _item
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource obj = obj_getter(request.context, id, **kwargs)
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/plugins/nicira/NeutronPlugin.py"", line 1951, in get_network_gateway
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource id, fields)
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/plugins/nicira/dbexts/nicira_networkgw_db.py"", line 248, in get_network_gateway
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource gw_db = self._get_network_gateway(context, id)
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/plugins/nicira/dbexts/nicira_networkgw_db.py"", line 133, in _get_network_gateway
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource return self._get_by_id(context, NetworkGateway, gw_id)
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/opt/stack/neutron/neutron/db/db_base_plugin_v2.py"", line 145, in _get_by_id
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource return query.filter(model.id == id).one()
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource File ""/usr/local/lib/python2.7/dist-packages/sqlalchemy/orm/query.py"", line 2190, in one
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource raise orm_exc.NoResultFound(""No row was found for one()"")
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource NoResultFound: No row was found for one()
2013-11-18 18:18:03.324 25570 TRACE neutron.api.v2.resource
2013-11-18 18:18:05.061 25570 DEBUG neutron.openstack.common.rpc.amqp [-] received {u'_context_roles': [u'admin'], u'_msg_id': u'3ce98f89ac844d2a8d38e0ae231ff447', u'_context_read_deleted': u'no', u'_reply_q': u'reply_70a7a3f33d8f4417b5225404d435d264', u'_context_tenant_id': None, u'args': {u'devices': [u'tap3fc478a3-07', u'tapfa59a846-8b', u'tapba4de5a8-85']}, u'namespace': None, u'_unique_id': u'44f59887e1084f9898cdcc57d3bcff78', u'_context_is_admin': True, u'version': u'1.1', u'_context_project_id': None, u'_context_timestamp': u'2013-11-14 10:51:59.225787', u'_context_user_id': None, u'method': u'security_group_rules_for_devices'} _safe_log /opt/stack/neutron/neutron/openstack/common/rpc/common.py:276
2013-11-18 18:18:05.061 25570 DEBUG neutron.openstack.common.rpc.amqp [-] unpacked context: {'user_id': None, 'roles': [u'admin'], 'tenant_id': None, 'is_admin': True, 'timestamp': u'2013-11-14 10:51:59.225787', 'project_id': None, 'read_deleted': u'no'} _safe_log /opt/stack/neutron/neutron/openstack/common/rpc/common.py:276"
1,"In ae6b7642e8d32ef5fa75cdcfe55be23c052fd547 we added a key manager with a static key.

This key manager (enabled by default) repeated logs the following WARNING message to the Cinder api.log file:

2013-10-07 15:10:17.714 553 WARNING cinder.keymgr.conf_key_mgr [-] This key manager is insecure and is not recommended for production deployments

-----

There are actually two issues here. Logging tons of warning messages by default is not ideal... and should be avoided, especially since at this time there is no ""production ready"" key manager implementation which an end user could configure."
1,"~/swift$ git log | head -n1
commit 429cb8b7453662e325d6120457638827527483cd
$ python -c 'import swift; print swift.__version__'
1.10.0.47.g429cb8b
Uploading a new object returns last-modified header
 $ curl -i -XPUT --data-binary '1' -H'x-auth-token:AUTH_tk035f3c147b5842a381a8f69afe6ec99d' http://127.0.0.
1:8080/v1/AUTH_test/cont1/obj1
HTTP/1.1 201 Created
Last-Modified: Thu, 07 Nov 2013 03:35:45 GMT
Content-Length: 0
Etag: c4ca4238a0b923820dcc509a6f75849b
Content-Type: text/html; charset=UTF-8
Date: Thu, 07 Nov 2013 03:35:45 GMT
Then try to GET the object with if-modified-since header value from last-modified returns 200, not 304
$ curl -i -H'if-modified-since: Thu, 07 Nov 2013 03:35:45 GMT' -H'x-auth-token:AUTH_tk035f3c147b5842a381a8
f69afe6ec99d' http://127.0.0.1:8080/v1/AUTH_test/cont1/obj1
HTTP/1.1 200 OK
Content-Length: 1
Accept-Ranges: bytes
Last-Modified: Thu, 07 Nov 2013 03:35:45 GMT
Etag: c4ca4238a0b923820dcc509a6f75849b
X-Timestamp: 1383795345.50550
Content-Type: application/x-www-form-urlencoded
Date: Thu, 07 Nov 2013 03:36:15 GMT
This leads the unnecessary download for most cases including the GET request from most of web browsers
Moreover, a GET request if-unmodified-since value returns 412, not 200
$ curl -i -H'if-unmodified-since: Thu, 07 Nov 2013 03:35:45 GMT' -H'x-auth-token:AUTH_tk035f3c147b5842a381
a8f69afe6ec99d' http://127.0.0.1:8080/v1/AUTH_test/cont1/obj1
HTTP/1.1 412 Precondition Failed
Content-Length: 92
Content-Type: text/html; charset=UTF-8
Date: Thu, 07 Nov 2013 03:36:30 GMT
<html><h1>Precondition Failed</h1><p>A precondition for this request was not met.</p></html>
For the ranged-GET request, the if-unmodified-since headers check the rest of contents are not modified and valid to continue the downloading, but fails always.
The reason the if-(un)modified-since header not working is last-modified header get the time value from x-timestamp value (floating type) and truncate it to integer value. So the last-modified header value always earlier than x-timestamp's one."
0,"The downloading code in xenserver requires an instance argument. However in practice this argument is not used for debugging or any other purpose. Downloading in fact can occur without an instance being involved at all. We should remove this unused argument.

This is in preparation to separate out the download code and leverage it for precaching blueprint work. This should be treated as a bug on it's own as it's a code refactor/cleanup work."
1,"With the following set in /etc/nova/nova.conf:
security_group_api=neutron
You can view security groups and rules that have been created in Neutron with nova secgroup-* commands.
If you create a Neutron Security Group rule with a different protocol though, nova secgroup-* calls fail with a 500 and a lot of stack trace in /var/log/nova/nova-api-os-compute.log:
<snip>
014-03-18 20:23:46.599 25278 TRACE nova.api.openstack File ""/usr/lib/python2.7/dist-packages/nova/api/openstack/compute/contrib/security_groups.py"", line 215, in _format_security_group_rule
2014-03-18 20:23:46.599 25278 TRACE nova.api.openstack sg_rule['from_port'] = rule['from_port']
2014-03-18 20:23:46.599 25278 TRACE nova.api.openstack KeyError: 'from_port'
2014-03-18 20:23:46.599 25278 TRACE nova.api.openstack
2014-03-18 20:23:46.600 25278 INFO nova.api.openstack [req-507402d7-788e-413a-a005-b852e1b7efa2 3d0524290859416f886f49a2973ab616 1be2c0f9589d4822856a9ac2e16f0406] http://10.240.0.100:8774/v2/1be2c0f9589d4822856a9ac2e16f0406/os-security-groups returned with HTTP 500
2014-03-18 20:23:46.601 25278 INFO nova.osapi_compute.wsgi.server [req-507402d7-788e-413a-a005-b852e1b7efa2 3d0524290859416f886f49a2973ab616 1be2c0f9589d4822856a9ac2e16f0406] 10.240.0.100 ""GET /v2/1be2c0f9589d4822856a9ac2e16f0406/os-security-groups HTTP/1.1"" status: 500 len: 335 time: 0.0474379
To recreate:
# Test nova secgroup-list works
nova secgroup-list
+--------------------------------------+-------------+-------------+
| Id | Name | Description |
+--------------------------------------+-------------+-------------+
| ebfd4f04-00f7-459e-8f5b-e6f03aa2fec9 | default | default |
+--------------------------------------+-------------+-------------+
# Add rule with a different protocol
neutron security-group-rule-create --direction ingress --protocol 50 --remote-ip-prefix 0.0.0.0/0 ebfd4f04-00f7-459e-8f5b-e6f03aa2fec9
Created a new security_group_rule:
+-------------------+--------------------------------------+
| Field | Value |
+-------------------+--------------------------------------+
| direction | ingress |
| ethertype | IPv4 |
| id | d98e83cf-2aab-4eec-89ed-f9aa4d00d57b |
| port_range_max | |
| port_range_min | |
| protocol | 50 |
| remote_group_id | |
| remote_ip_prefix | 0.0.0.0/0 |
| security_group_id | ebfd4f04-00f7-459e-8f5b-e6f03aa2fec9 |
| tenant_id | 1be2c0f9589d4822856a9ac2e16f0406 |
+-------------------+--------------------------------------+
# Test
neutron security-group-list # works
nova secgroup-list # now errors
# Delete rule
neutron security-group-rule-delete d98e83cf-2aab-4eec-89ed-f9aa4d00d57b
Deleted security_group_rule: d98e83cf-2aab-4eec-89ed-f9aa4d00d57b
# Test nova again
nova secgroup-list
+--------------------------------------+-------------+-------------+
| Id | Name | Description |
+--------------------------------------+-------------+-------------+
| ebfd4f04-00f7-459e-8f5b-e6f03aa2fec9 | default | default |
+--------------------------------------+-------------+-------------+"
1,"When SIGHUP signal is send to nova-api service, it stops all the nova-api processes and while restarting the nova-api processes, it throws AttributeError: 'WSGIService' object has no attribute 'reset'.
2014-06-24 15:52:55.185 CRITICAL nova [-] AttributeError: 'WSGIService' object has no attribute 'reset'
2014-06-24 15:52:55.185 TRACE nova Traceback (most recent call last):
2014-06-24 15:52:55.185 TRACE nova File ""/usr/local/bin/nova-api"", line 10, in <module>
2014-06-24 15:52:55.185 TRACE nova sys.exit(main())
2014-06-24 15:52:55.185 TRACE nova File ""/opt/stack/nova/nova/cmd/api.py"", line 56, in main
2014-06-24 15:52:55.185 TRACE nova launcher.launch_service(server, workers=server.workers or 1)
2014-06-24 15:52:55.185 TRACE nova File ""/opt/stack/nova/nova/openstack/common/service.py"", line 340, in launch_service
2014-06-24 15:52:55.185 TRACE nova self._start_child(wrap)
2014-06-24 15:52:55.185 TRACE nova File ""/opt/stack/nova/nova/openstack/common/service.py"", line 324, in _start_child
2014-06-24 15:52:55.185 TRACE nova launcher.restart()
2014-06-24 15:52:55.185 TRACE nova File ""/opt/stack/nova/nova/openstack/common/service.py"", line 145, in restart
2014-06-24 15:52:55.185 TRACE nova self.services.restart()
2014-06-24 15:52:55.185 TRACE nova File ""/opt/stack/nova/nova/openstack/common/service.py"", line 478, in restart
2014-06-24 15:52:55.185 TRACE nova restart_service.reset()
2014-06-24 15:52:55.185 TRACE nova AttributeError: 'WSGIService' object has no attribute 'reset'
2014-06-24 15:52:55.185 TRACE nova
Steps to reproduce:
1. Run nova-api service as daemon.
2. Send SIGHUP signal to nova-api service
   kill -1 <parent_process_id_of_nova_api>"
0,MidonetInterfaceDriver should use the mm-ctl script to bind ports. Currently it uses Midonet API calls. This bug is to change MidonetInterfaceDriver to correctly use the mm-ctl script.
1,"If the server port is misconfigured, the plugin dies with an unfriendly error when starting the BigSwitch plugin.
e.g. ValueError: invalid literal for int() with base 10: 'a'"
0,"L3 agent uses deprecated root_helper option through self.conf.root_helper in neutron.agent.l3_agent.L3NATAgent._update_routing_table instead of using self.root_helper (result of neutron.agent.common.config.get_root_helper.
It implies if AGENT/root_helper option is configured and root_helper is not configured, extra routes are not pushed in routers."
0,"The call to l3plugin.disassociate_floatingips() trigggers several events
that could cause a timeout to occur trying to query the db for the port
therefore this patch changes the code to query first for the port."
1,"The instance will be ERROR when booting instance from volume, if the volume quota is not enough. And there is even no useful error message to show to the user. Following is the related nova-compute.log:
2014-07-27 17:56:19.372 17060 ERROR nova.compute.manager [req-4e876b97-be8a-486b-98e2-7d707266755d 98fa3fd418914a9288b5560e1bb6944e 5254621adfd949a9a3b975f68119e269] [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] Instance failed block device setup
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] Traceback (most recent call last):
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1690, in _prep_block_device
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] self.driver, self._await_block_device_map_created))
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/nova/virt/block_device.py"", line 363, in attach_block_devices
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] map(_log_and_attach, block_device_mapping)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/nova/virt/block_device.py"", line 361, in _log_and_attach
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] bdm.attach(*attach_args, **attach_kwargs)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/nova/virt/block_device.py"", line 311, in attach
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] '', '', image_id=self.image_id)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/nova/volume/cinder.py"", line 303, in create
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] item = cinderclient(context).volumes.create(size, **kwargs)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/cinderclient/v1/volumes.py"", line 187, in create
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] return self._create('/volumes', body, 'volume')
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/cinderclient/base.py"", line 153, in _create
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] resp, body = self.api.client.post(url, body=body)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/cinderclient/client.py"", line 209, in post
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] return self._cs_request(url, 'POST', **kwargs)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/cinderclient/client.py"", line 173, in _cs_request
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] **kwargs)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] File ""/usr/lib/python2.7/dist-packages/cinderclient/client.py"", line 156, in request
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] raise exceptions.from_response(resp, body)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc] OverLimit: VolumeLimitExceeded: Maximum number of volumes allowed (10) exceeded (HTTP 413) (Request-ID: req-07dcc4c4-182f-4d73-b054-806f31cb7e71)
2014-07-27 17:56:19.372 17060 TRACE nova.compute.manager [instance: 2a124872-3332-4f54-bb28-f0a96a7ed7bc]
2014-07-27 17:56:19.693 17060 ERROR oslo.messaging.rpc.dispatcher [-] Exception during message handling: Block Device Mapping is Invalid.
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher Traceback (most recent call last):
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/oslo/messaging/rpc/dispatcher.py"", line 133, in _dispatch_and_reply
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher incoming.message))
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/oslo/messaging/rpc/dispatcher.py"", line 176, in _dispatch
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return self._do_dispatch(endpoint, method, ctxt, args)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/oslo/messaging/rpc/dispatcher.py"", line 122, in _do_dispatch
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher result = getattr(endpoint, method)(ctxt, **new_args)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/oslo/messaging/rpc/server.py"", line 139, in inner
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return func(*args, **kwargs)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/exception.py"", line 88, in wrapped
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher payload)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/excutils.py"", line 68, in __exit__
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher six.reraise(self.type_, self.value, self.tb)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/exception.py"", line 71, in wrapped
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return f(self, context, *args, **kw)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 282, in decorated_function
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher pass
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/excutils.py"", line 68, in __exit__
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher six.reraise(self.type_, self.value, self.tb)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 268, in decorated_function
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return function(self, context, *args, **kwargs)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 335, in decorated_function
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher function(self, context, *args, **kwargs)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 311, in decorated_function
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher e, sys.exc_info())
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/excutils.py"", line 68, in __exit__
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher six.reraise(self.type_, self.value, self.tb)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 298, in decorated_function
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return function(self, context, *args, **kwargs)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 2077, in run_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher do_run_instance()
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/lockutils.py"", line 249, in inner
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher return f(*args, **kwargs)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 2076, in do_run_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher legacy_bdm_in_spec)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1209, in _run_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher notify(""error"", fault=e) # notify that build failed
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/excutils.py"", line 68, in __exit__
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher six.reraise(self.type_, self.value, self.tb)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1193, in _run_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher instance, image_meta, legacy_bdm_in_spec)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1347, in _build_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher LOG.exception(msg, instance=instance)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/openstack/common/excutils.py"", line 68, in __exit__
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher six.reraise(self.type_, self.value, self.tb)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1304, in _build_instance
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher context, instance, bdms)
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher File ""/usr/lib/python2.7/dist-packages/nova/compute/manager.py"", line 1707, in _prep_block_device
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher raise exception.InvalidBDM()
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher InvalidBDM: Block Device Mapping is Invalid.
2014-07-27 17:56:19.693 17060 TRACE oslo.messaging.rpc.dispatcher"
